laus_code,state_fips,county_fips,county,state,year,labor_force,num_employed,num_unemployed,unemp_rate
CN1000500000000,10,5,Sussex County,DE,2016,100044,95666,4378,4.4
CN1100100000000,11,1,District of Columbia,,2016,394586,370521,24065,6.1
CN1200100000000,12,1,Alachua County,FL,2016,132316,126678,5638,4.3
CN1200300000000,12,3,Baker County,FL,2016,11393,10836,557,4.9
CN1200500000000,12,5,Bay County,FL,2016,87996,83691,4305,4.9
CN1200700000000,12,7,Bradford County,FL,2016,10944,10478,466,4.3
CN1200900000000,12,9,Brevard County,FL,2016,262026,248452,13574,5.2
CN1201100000000,12,11,Broward County,FL,2016,1004123,957882,46241,4.6
CN1201300000000,12,13,Calhoun County,FL,2016,4956,4675,281,5.7
CN1201500000000,12,15,Charlotte County,FL,2016,69152,65465,3687,5.3
CN1201700000000,12,17,Citrus County,FL,2016,47754,44516,3238,6.8
CN1201900000000,12,19,Clay County,FL,2016,100545,95999,4546,4.5
CN1202100000000,12,21,Collier County,FL,2016,167737,159750,7987,4.8
CN1202300000000,12,23,Columbia County,FL,2016,29826,28390,1436,4.8
CN1202700000000,12,27,DeSoto County,FL,2016,13513,12812,701,5.2
CN1202900000000,12,29,Dixie County,FL,2016,5610,5299,311,5.5
CN1203100000000,12,31,Duval County,FL,2016,468907,445306,23601,5
CN1203300000000,12,33,Escambia County,FL,2016,140893,133920,6973,4.9
CN1203500000000,12,35,Flagler County,FL,2016,44984,42492,2492,5.5
CN1203700000000,12,37,Franklin County,FL,2016,4778,4572,206,4.3
CN1203900000000,12,39,Gadsden County,FL,2016,18340,17191,1149,6.3
CN1204100000000,12,41,Gilchrist County,FL,2016,6652,6310,342,5.1
CN1204300000000,12,43,Glades County,FL,2016,4816,4517,299,6.2
CN1204500000000,12,45,Gulf County,FL,2016,5995,5723,272,4.5
CN1204700000000,12,47,Hamilton County,FL,2016,4644,4382,262,5.6
CN1204900000000,12,49,Hardee County,FL,2016,9389,8763,626,6.7
CN1205100000000,12,51,Hendry County,FL,2016,15480,14078,1402,9.1
CN1205300000000,12,53,Hernando County,FL,2016,67466,63344,4122,6.1
CN1205500000000,12,55,Highlands County,FL,2016,36071,33695,2376,6.6
CN1205700000000,12,57,Hillsborough County,FL,2016,706028,674353,31675,4.5
CN1205900000000,12,59,Holmes County,FL,2016,6741,6377,364,5.4
CN1206100000000,12,61,Indian River County,FL,2016,62248,58419,3829,6.2
CN1206300000000,12,63,Jackson County,FL,2016,17361,16445,916,5.3
CN1206500000000,12,65,Jefferson County,FL,2016,5426,5137,289,5.3
CN1206700000000,12,67,Lafayette County,FL,2016,3066,2941,125,4.1
CN1206900000000,12,69,Lake County,FL,2016,144463,137432,7031,4.9
CN1207100000000,12,71,Lee County,FL,2016,328512,313435,15077,4.6
CN1207300000000,12,73,Leon County,FL,2016,149890,143044,6846,4.6
CN1207500000000,12,75,Levy County,FL,2016,16626,15764,862,5.2
CN1207700000000,12,77,Liberty County,FL,2016,2649,2508,141,5.3
CN1207900000000,12,79,Madison County,FL,2016,7412,7019,393,5.3
CN1208100000000,12,81,Manatee County,FL,2016,168742,161049,7693,4.6
CN1208300000000,12,83,Marion County,FL,2016,132670,124939,7731,5.8
CN1208500000000,12,85,Martin County,FL,2016,71307,67842,3465,4.9
CN1208600000000,12,86,Miami-Dade County,FL,2016,1333801,1262998,70803,5.3
CN1208700000000,12,87,Monroe County,FL,2016,46308,44845,1463,3.2
CN1208900000000,12,89,Nassau County,FL,2016,37328,35622,1706,4.6
CN1209100000000,12,91,Okaloosa County,FL,2016,93827,90060,3767,4
CN1209300000000,12,93,Okeechobee County,FL,2016,17591,16635,956,5.4
CN1209500000000,12,95,Orange County,FL,2016,705333,674290,31043,4.4
CN1209700000000,12,97,Osceola County,FL,2016,161498,153357,8141,5
CN1209900000000,12,99,Palm Beach County,FL,2016,710513,676285,34228,4.8
CN1210100000000,12,101,Pasco County,FL,2016,220407,208941,11466,5.2
CN1210300000000,12,103,Pinellas County,FL,2016,481914,460833,21081,4.4
CN1210500000000,12,105,Polk County,FL,2016,284936,268867,16069,5.6
CN1210700000000,12,107,Putnam County,FL,2016,27387,25663,1724,6.3
CN1210900000000,12,109,St. Johns County,FL,2016,116071,111768,4303,3.7
CN1211100000000,12,111,St. Lucie County,FL,2016,134319,126718,7601,5.7
CN1211300000000,12,113,Santa Rosa County,FL,2016,75638,72203,3435,4.5
CN1211500000000,12,115,Sarasota County,FL,2016,182217,173890,8327,4.6
CN1211700000000,12,117,Seminole County,FL,2016,243532,232991,10541,4.3
CN1211900000000,12,119,Sumter County,FL,2016,29239,27187,2052,7
CN1212100000000,12,121,Suwannee County,FL,2016,18247,17346,901,4.9
CN1212300000000,12,123,Taylor County,FL,2016,8904,8413,491,5.5
CN1212500000000,12,125,Union County,FL,2016,4786,4574,212,4.4
CN1212700000000,12,127,Volusia County,FL,2016,245626,233098,12528,5.1
CN1212900000000,12,129,Wakulla County,FL,2016,14172,13586,586,4.1
CN1213100000000,12,131,Walton County,FL,2016,28461,27244,1217,4.3
CN1213300000000,12,133,Washington County,FL,2016,9731,9222,509,5.2
CN1300100000000,13,1,Appling County,GA,2016,9245,8651,594,6.4
CN1300300000000,13,3,Atkinson County,GA,2016,4021,3810,211,5.2
CN1300500000000,13,5,Bacon County,GA,2016,4918,4656,262,5.3
CN1300700000000,13,7,Baker County,GA,2016,1182,1091,91,7.7
CN1300900000000,13,9,Baldwin County,GA,2016,17915,16694,1221,6.8
CN1301100000000,13,11,Banks County,GA,2016,8820,8392,428,4.9
CN1301300000000,13,13,Barrow County,GA,2016,37322,35554,1768,4.7
CN1301500000000,13,15,Bartow County,GA,2016,48309,45836,2473,5.1
CN1301700000000,13,17,Ben Hill County,GA,2016,5662,5205,457,8.1
CN1301900000000,13,19,Berrien County,GA,2016,7176,6730,446,6.2
CN1302100000000,13,21,Bibb County,GA,2016,68856,64738,4118,6
CN1302300000000,13,23,Bleckley County,GA,2016,4411,4095,316,7.2
CN1302500000000,13,25,Brantley County,GA,2016,7189,6707,482,6.7
CN1302700000000,13,27,Brooks County,GA,2016,7063,6695,368,5.2
CN1302900000000,13,29,Bryan County,GA,2016,16582,15763,819,4.9
CN1303100000000,13,31,Bulloch County,GA,2016,35793,33748,2045,5.7
CN1303300000000,13,33,Burke County,GA,2016,9366,8650,716,7.6
CN1303500000000,13,35,Butts County,GA,2016,10413,9826,587,5.6
CN1303700000000,13,37,Calhoun County,GA,2016,2205,2077,128,5.8
CN1303900000000,13,39,Camden County,GA,2016,20402,19236,1166,5.7
CN1304300000000,13,43,Candler County,GA,2016,5021,4776,245,4.9
CN1304500000000,13,45,Carroll County,GA,2016,53418,50217,3201,6
CN1304700000000,13,47,Catoosa County,GA,2016,32216,30658,1558,4.8
CN1304900000000,13,49,Charlton County,GA,2016,4786,4510,276,5.8
CN1305100000000,13,51,Chatham County,GA,2016,136309,129185,7124,5.2
CN1305300000000,13,53,Chattahoochee County,GA,2016,2119,1941,178,8.4
CN1305500000000,13,55,Chattooga County,GA,2016,10719,10054,665,6.2
CN1305700000000,13,57,Cherokee County,GA,2016,124452,119163,5289,4.2
CN1305900000000,13,59,Clarke County,GA,2016,58904,55581,3323,5.6
CN1306100000000,13,61,Clay County,GA,2016,885,792,93,10.5
CN1306300000000,13,63,Clayton County,GA,2016,129852,121278,8574,6.6
CN1306500000000,13,65,Clinch County,GA,2016,2804,2631,173,6.2
CN1306700000000,13,67,Cobb County,GA,2016,411452,392697,18755,4.6
CN1306900000000,13,69,Coffee County,GA,2016,18118,17056,1062,5.9
CN1307100000000,13,71,Colquitt County,GA,2016,21191,20073,1118,5.3
CN1307300000000,13,73,Columbia County,GA,2016,70254,66977,3277,4.7
CN1307500000000,13,75,Cook County,GA,2016,7516,7108,408,5.4
CN1307700000000,13,77,Coweta County,GA,2016,70241,66752,3489,5
CN1307900000000,13,79,Crawford County,GA,2016,5691,5354,337,5.9
CN1308100000000,13,81,Crisp County,GA,2016,9253,8690,563,6.1
CN1308300000000,13,83,Dade County,GA,2016,8077,7667,410,5.1
CN1308500000000,13,85,Dawson County,GA,2016,11332,10802,530,4.7
CN1308700000000,13,87,Decatur County,GA,2016,11631,10856,775,6.7
CN1308900000000,13,89,DeKalb County,GA,2016,384723,364065,20658,5.4
CN1309100000000,13,91,Dodge County,GA,2016,6967,6450,517,7.4
CN1309300000000,13,93,Dooly County,GA,2016,5010,4718,292,5.8
CN1309500000000,13,95,Dougherty County,GA,2016,38261,35633,2628,6.9
CN1309700000000,13,97,Douglas County,GA,2016,70359,66472,3887,5.5
CN1309900000000,13,99,Early County,GA,2016,4428,4119,309,7
CN1310100000000,13,101,Echols County,GA,2016,1937,1854,83,4.3
CN1310300000000,13,103,Effingham County,GA,2016,27904,26548,1356,4.9
CN1310500000000,13,105,Elbert County,GA,2016,7735,7229,506,6.5
CN1310700000000,13,107,Emanuel County,GA,2016,8468,7808,660,7.8
CN1310900000000,13,109,Evans County,GA,2016,4836,4596,240,5
CN1311100000000,13,111,Fannin County,GA,2016,10745,10172,573,5.3
CN1311300000000,13,113,Fayette County,GA,2016,55982,53336,2646,4.7
CN1311500000000,13,115,Floyd County,GA,2016,43531,40903,2628,6
CN1311700000000,13,117,Forsyth County,GA,2016,108078,103561,4517,4.2
CN1311900000000,13,119,Franklin County,GA,2016,9728,9214,514,5.3
CN1312100000000,13,121,Fulton County,GA,2016,531176,502655,28521,5.4
CN1312300000000,13,123,Gilmer County,GA,2016,11880,11212,668,5.6
CN1312500000000,13,125,Glascock County,GA,2016,1275,1197,78,6.1
CN1312700000000,13,127,Glynn County,GA,2016,39072,37001,2071,5.3
CN1312900000000,13,129,Gordon County,GA,2016,25105,23684,1421,5.7
CN1313100000000,13,131,Grady County,GA,2016,10301,9730,571,5.5
CN1313300000000,13,133,Greene County,GA,2016,6910,6511,399,5.8
CN1313500000000,13,135,Gwinnett County,GA,2016,467706,445565,22141,4.7
CN1313700000000,13,137,Habersham County,GA,2016,19368,18347,1021,5.3
CN1313900000000,13,139,Hall County,GA,2016,96105,91805,4300,4.5
CN1314100000000,13,141,Hancock County,GA,2016,2527,2314,213,8.4
CN1314300000000,13,143,Haralson County,GA,2016,12238,11525,713,5.8
CN1314500000000,13,145,Harris County,GA,2016,15758,14977,781,5
CN1314700000000,13,147,Hart County,GA,2016,10913,10317,596,5.5
CN1314900000000,13,149,Heard County,GA,2016,5080,4782,298,5.9
CN1315100000000,13,151,Henry County,GA,2016,108313,102363,5950,5.5
CN1315300000000,13,153,Houston County,GA,2016,67338,63727,3611,5.4
CN1315500000000,13,155,Irwin County,GA,2016,3218,2969,249,7.7
CN1315700000000,13,157,Jackson County,GA,2016,33204,31794,1410,4.2
CN1315900000000,13,159,Jasper County,GA,2016,6654,6336,318,4.8
CN1316100000000,13,161,Jeff Davis County,GA,2016,6239,5845,394,6.3
CN1316300000000,13,163,Jefferson County,GA,2016,6594,6102,492,7.5
CN1316500000000,13,165,Jenkins County,GA,2016,3161,2921,240,7.6
CN1316700000000,13,167,Johnson County,GA,2016,3949,3706,243,6.2
CN1316900000000,13,169,Jones County,GA,2016,13692,13027,665,4.9
CN1317100000000,13,171,Lamar County,GA,2016,7880,7366,514,6.5
CN1317300000000,13,173,Lanier County,GA,2016,3834,3615,219,5.7
CN1317500000000,13,175,Laurens County,GA,2016,18964,17686,1278,6.7
CN1317700000000,13,177,Lee County,GA,2016,14328,13644,684,4.8
CN1317900000000,13,179,Liberty County,GA,2016,25248,23792,1456,5.8
CN1318100000000,13,181,Lincoln County,GA,2016,3448,3244,204,5.9
CN1318300000000,13,183,Long County,GA,2016,7217,6823,394,5.5
CN1318500000000,13,185,Lowndes County,GA,2016,51048,48391,2657,5.2
CN1318700000000,13,187,Lumpkin County,GA,2016,15815,15038,777,4.9
CN1318900000000,13,189,McDuffie County,GA,2016,8919,8275,644,7.2
CN1319100000000,13,191,McIntosh County,GA,2016,6065,5715,350,5.8
CN1319300000000,13,193,Macon County,GA,2016,4680,4292,388,8.3
CN1319500000000,13,195,Madison County,GA,2016,13013,12362,651,5
CN1319700000000,13,197,Marion County,GA,2016,3437,3182,255,7.4
CN1319900000000,13,199,Meriwether County,GA,2016,8912,8303,609,6.8
CN1320100000000,13,201,Miller County,GA,2016,2768,2617,151,5.5
CN1320500000000,13,205,Mitchell County,GA,2016,8588,8019,569,6.6
CN1320700000000,13,207,Monroe County,GA,2016,12889,12214,675,5.2
CN1320900000000,13,209,Montgomery County,GA,2016,3661,3384,277,7.6
CN1321100000000,13,211,Morgan County,GA,2016,8741,8302,439,5
CN1321300000000,13,213,Murray County,GA,2016,16328,15209,1119,6.9
CN1321500000000,13,215,Muscogee County,GA,2016,78724,73317,5407,6.9
CN1321700000000,13,217,Newton County,GA,2016,49904,46930,2974,6
CN1321900000000,13,219,Oconee County,GA,2016,18177,17427,750,4.1
CN1322100000000,13,221,Oglethorpe County,GA,2016,6948,6608,340,4.9
CN1322300000000,13,223,Paulding County,GA,2016,78820,75178,3642,4.6
CN1322500000000,13,225,Peach County,GA,2016,11556,10753,803,6.9
CN1322700000000,13,227,Pickens County,GA,2016,14344,13644,700,4.9
CN1322900000000,13,229,Pierce County,GA,2016,8369,7916,453,5.4
CN1323100000000,13,231,Pike County,GA,2016,8507,8067,440,5.2
CN1323300000000,13,233,Polk County,GA,2016,18154,17047,1107,6.1
CN1323500000000,13,235,Pulaski County,GA,2016,4126,3883,243,5.9
CN1323700000000,13,237,Putnam County,GA,2016,7930,7371,559,7
CN1323900000000,13,239,Quitman County,GA,2016,801,742,59,7.4
CN1324100000000,13,241,Rabun County,GA,2016,6669,6275,394,5.9
CN1324300000000,13,243,Randolph County,GA,2016,2472,2262,210,8.5
CN1324500000000,13,245,Richmond County,GA,2016,85856,80116,5740,6.7
CN1324700000000,13,247,Rockdale County,GA,2016,43537,41038,2499,5.7
CN1324900000000,13,249,Schley County,GA,2016,2100,1965,135,6.4
CN1325100000000,13,251,Screven County,GA,2016,5245,4846,399,7.6
CN1325300000000,13,253,Seminole County,GA,2016,3126,2879,247,7.9
CN1325500000000,13,255,Spalding County,GA,2016,27810,25908,1902,6.8
CN1325700000000,13,257,Stephens County,GA,2016,11110,10456,654,5.9
CN1325900000000,13,259,Stewart County,GA,2016,2142,2000,142,6.6
CN1326100000000,13,261,Sumter County,GA,2016,12730,11749,981,7.7
CN1326300000000,13,263,Talbot County,GA,2016,2756,2570,186,6.7
CN1326500000000,13,265,Taliaferro County,GA,2016,599,560,39,6.5
CN1326700000000,13,267,Tattnall County,GA,2016,9374,8869,505,5.4
CN1326900000000,13,269,Taylor County,GA,2016,3523,3270,253,7.2
CN1327100000000,13,271,Telfair County,GA,2016,4765,4355,410,8.6
CN1327300000000,13,273,Terrell County,GA,2016,3675,3434,241,6.6
CN1327500000000,13,275,Thomas County,GA,2016,17257,16154,1103,6.4
CN1327700000000,13,277,Tift County,GA,2016,18464,17448,1016,5.5
CN1327900000000,13,279,Toombs County,GA,2016,11738,10817,921,7.8
CN1328100000000,13,281,Towns County,GA,2016,4142,3864,278,6.7
CN1328300000000,13,283,Treutlen County,GA,2016,2742,2528,214,7.8
CN1328500000000,13,285,Troup County,GA,2016,36588,34710,1878,5.1
CN1328700000000,13,287,Turner County,GA,2016,3232,3018,214,6.6
CN1328900000000,13,289,Twiggs County,GA,2016,3013,2752,261,8.7
CN1329100000000,13,291,Union County,GA,2016,10333,9844,489,4.7
CN1329300000000,13,293,Upson County,GA,2016,11175,10454,721,6.5
CN1329500000000,13,295,Walker County,GA,2016,30209,28525,1684,5.6
CN1329700000000,13,297,Walton County,GA,2016,43061,40957,2104,4.9
CN1329900000000,13,299,Ware County,GA,2016,15034,14205,829,5.5
CN1330100000000,13,301,Warren County,GA,2016,2701,2513,188,7
CN1330300000000,13,303,Washington County,GA,2016,7203,6740,463,6.4
CN1330500000000,13,305,Wayne County,GA,2016,11469,10703,766,6.7
CN1330700000000,13,307,Webster County,GA,2016,963,878,85,8.8
CN1330900000000,13,309,Wheeler County,GA,2016,1718,1562,156,9.1
CN1331100000000,13,311,White County,GA,2016,14467,13801,666,4.6
CN1331300000000,13,313,Whitfield County,GA,2016,46293,43552,2741,5.9
CN1331500000000,13,315,Wilcox County,GA,2016,2840,2640,200,7
CN1331700000000,13,317,Wilkes County,GA,2016,3954,3706,248,6.3
CN1331900000000,13,319,Wilkinson County,GA,2016,3674,3443,231,6.3
CN1332100000000,13,321,Worth County,GA,2016,9008,8474,534,5.9
CN1500100000000,15,1,Hawaii County,HI,2016,90445,87013,3432,3.8
CN1500300000000,15,3,Honolulu County/city,HI,2016,473947,460590,13357,2.8
CN1500700000000,15,7,Kauai County,HI,2016,35531,34350,1181,3.3
CN1500900000000,15,9,Maui County,HI,2016,85457,82738,2719,3.2
CN1600100000000,16,1,Ada County,ID,2016,225083,217596,7487,3.3
CN1600300000000,16,3,Adams County,ID,2016,1744,1620,124,7.1
CN1600500000000,16,5,Bannock County,ID,2016,42300,40817,1483,3.5
CN1600700000000,16,7,Bear Lake County,ID,2016,2827,2697,130,4.6
CN1600900000000,16,9,Benewah County,ID,2016,4036,3785,251,6.2
CN1601100000000,16,11,Bingham County,ID,2016,22748,21932,816,3.6
CN1601300000000,16,13,Blaine County,ID,2016,11797,11419,378,3.2
CN1601500000000,16,15,Boise County,ID,2016,3139,2966,173,5.5
CN1601700000000,16,17,Bonner County,ID,2016,18820,17791,1029,5.5
CN1601900000000,16,19,Bonneville County,ID,2016,52175,50500,1675,3.2
CN1602100000000,16,21,Boundary County,ID,2016,5080,4810,270,5.3
CN1602300000000,16,23,Butte County,ID,2016,1306,1252,54,4.1
CN1602500000000,16,25,Camas County,ID,2016,657,632,25,3.8
CN1602700000000,16,27,Canyon County,ID,2016,93761,89654,4107,4.4
CN1602900000000,16,29,Caribou County,ID,2016,3753,3615,138,3.7
CN1603100000000,16,31,Cassia County,ID,2016,11601,11249,352,3
CN1603300000000,16,33,Clark County,ID,2016,399,385,14,3.5
CN1603500000000,16,35,Clearwater County,ID,2016,3063,2834,229,7.5
CN1603700000000,16,37,Custer County,ID,2016,2139,2027,112,5.2
CN1603900000000,16,39,Elmore County,ID,2016,10878,10416,462,4.2
CN1604100000000,16,41,Franklin County,ID,2016,6569,6365,204,3.1
CN1604300000000,16,43,Fremont County,ID,2016,7392,7142,250,3.4
CN1604500000000,16,45,Gem County,ID,2016,7741,7376,365,4.7
CN1604700000000,16,47,Gooding County,ID,2016,8003,7751,252,3.1
CN1604900000000,16,49,Idaho County,ID,2016,6425,6057,368,5.7
CN1605100000000,16,51,Jefferson County,ID,2016,12718,12319,399,3.1
CN1605300000000,16,53,Jerome County,ID,2016,11581,11220,361,3.1
CN1605500000000,16,55,Kootenai County,ID,2016,73499,69998,3501,4.8
CN1605700000000,16,57,Latah County,ID,2016,19801,19151,650,3.3
CN1605900000000,16,59,Lemhi County,ID,2016,3396,3182,214,6.3
CN1606100000000,16,61,Lewis County,ID,2016,1615,1510,105,6.5
CN1606300000000,16,63,Lincoln County,ID,2016,2654,2535,119,4.5
CN1606500000000,16,65,Madison County,ID,2016,20449,19944,505,2.5
CN1606700000000,16,67,Minidoka County,ID,2016,10821,10468,353,3.3
CN1606900000000,16,69,Nez Perce County,ID,2016,20884,20184,700,3.4
CN1607100000000,16,71,Oneida County,ID,2016,2169,2088,81,3.7
CN1607300000000,16,73,Owyhee County,ID,2016,5395,5151,244,4.5
CN1607500000000,16,75,Payette County,ID,2016,11239,10707,532,4.7
CN1607700000000,16,77,Power County,ID,2016,3905,3741,164,4.2
CN1607900000000,16,79,Shoshone County,ID,2016,5080,4708,372,7.3
CN1608100000000,16,81,Teton County,ID,2016,5996,5803,193,3.2
CN1608300000000,16,83,Twin Falls County,ID,2016,40466,39098,1368,3.4
CN1608500000000,16,85,Valley County,ID,2016,4914,4641,273,5.6
CN1608700000000,16,87,Washington County,ID,2016,4557,4299,258,5.7
CN1700100000000,17,1,Adams County,IL,2016,32390,30832,1558,4.8
CN1700300000000,17,3,Alexander County,IL,2016,2303,2090,213,9.2
CN1700500000000,17,5,Bond County,IL,2016,7901,7495,406,5.1
CN1700700000000,17,7,Boone County,IL,2016,26317,24646,1671,6.3
CN1700900000000,17,9,Brown County,IL,2016,2865,2768,97,3.4
CN1701100000000,17,11,Bureau County,IL,2016,17353,16303,1050,6.1
CN1701300000000,17,13,Calhoun County,IL,2016,2367,2219,148,6.3
CN1701500000000,17,15,Carroll County,IL,2016,7850,7406,444,5.7
CN1701700000000,17,17,Cass County,IL,2016,6228,5878,350,5.6
CN1701900000000,17,19,Champaign County,IL,2016,105140,99773,5367,5.1
CN1702100000000,17,21,Christian County,IL,2016,15349,14377,972,6.3
CN1702300000000,17,23,Clark County,IL,2016,8104,7628,476,5.9
CN1702500000000,17,25,Clay County,IL,2016,6697,6239,458,6.8
CN1702700000000,17,27,Clinton County,IL,2016,20394,19481,913,4.5
CN1702900000000,17,29,Coles County,IL,2016,24390,22948,1442,5.9
CN1703100000000,17,31,Cook County,IL,2016,2666307,2502317,163990,6.2
CN1703300000000,17,33,Crawford County,IL,2016,9014,8451,563,6.2
CN1703500000000,17,35,Cumberland County,IL,2016,5940,5629,311,5.2
CN1703700000000,17,37,DeKalb County,IL,2016,54759,51828,2931,5.4
CN1703900000000,17,39,De Witt County,IL,2016,7846,7395,451,5.7
CN1704100000000,17,41,Douglas County,IL,2016,10244,9760,484,4.7
CN1704300000000,17,43,DuPage County,IL,2016,516049,491327,24722,4.8
CN1704500000000,17,45,Edgar County,IL,2016,9668,9088,580,6
CN1704700000000,17,47,Edwards County,IL,2016,2967,2794,173,5.8
CN1704900000000,17,49,Effingham County,IL,2016,18647,17763,884,4.7
CN1705100000000,17,51,Fayette County,IL,2016,9636,8991,645,6.7
CN1705300000000,17,53,Ford County,IL,2016,6584,6224,360,5.5
CN1705500000000,17,55,Franklin County,IL,2016,16568,15218,1350,8.1
CN1705700000000,17,57,Fulton County,IL,2016,15774,14604,1170,7.4
CN1705900000000,17,59,Gallatin County,IL,2016,2512,2320,192,7.6
CN1706100000000,17,61,Greene County,IL,2016,6034,5681,353,5.9
CN1706300000000,17,63,Grundy County,IL,2016,25665,23910,1755,6.8
CN1706500000000,17,65,Hamilton County,IL,2016,4224,3958,266,6.3
CN1706700000000,17,67,Hancock County,IL,2016,8790,8214,576,6.6
CN1706900000000,17,69,Hardin County,IL,2016,1397,1260,137,9.8
CN1707100000000,17,71,Henderson County,IL,2016,3711,3482,229,6.2
CN1707300000000,17,73,Henry County,IL,2016,25066,23544,1522,6.1
CN1707500000000,17,75,Iroquois County,IL,2016,14800,13983,817,5.5
CN1707700000000,17,77,Jackson County,IL,2016,28710,27154,1556,5.4
CN1707900000000,17,79,Jasper County,IL,2016,4599,4307,292,6.3
CN1708100000000,17,81,Jefferson County,IL,2016,17304,16181,1123,6.5
CN1708300000000,17,83,Jersey County,IL,2016,11179,10528,651,5.8
CN1708500000000,17,85,Jo Daviess County,IL,2016,11353,10739,614,5.4
CN1708700000000,17,87,Johnson County,IL,2016,4177,3816,361,8.6
CN1708900000000,17,89,Kane County,IL,2016,268147,253273,14874,5.5
CN1709100000000,17,91,Kankakee County,IL,2016,54834,51300,3534,6.4
CN1709300000000,17,93,Kendall County,IL,2016,66843,63356,3487,5.2
CN1709500000000,17,95,Knox County,IL,2016,23190,21775,1415,6.1
CN1709700000000,17,97,Lake County,IL,2016,371411,351972,19439,5.2
CN1709900000000,17,99,LaSalle County,IL,2016,57245,53384,3861,6.7
CN1710100000000,17,101,Lawrence County,IL,2016,6168,5708,460,7.5
CN1710300000000,17,103,Lee County,IL,2016,17948,17024,924,5.1
CN1710500000000,17,105,Livingston County,IL,2016,16778,15860,918,5.5
CN1710700000000,17,107,Logan County,IL,2016,13083,12387,696,5.3
CN1710900000000,17,109,McDonough County,IL,2016,13955,13078,877,6.3
CN1711100000000,17,111,McHenry County,IL,2016,167068,158153,8915,5.3
CN1711300000000,17,113,McLean County,IL,2016,89679,85108,4571,5.1
CN1711500000000,17,115,Macon County,IL,2016,50325,46997,3328,6.6
CN1711700000000,17,117,Macoupin County,IL,2016,23324,21933,1391,6
CN1711900000000,17,119,Madison County,IL,2016,134759,126824,7935,5.9
CN1712100000000,17,121,Marion County,IL,2016,17907,16753,1154,6.4
CN1712300000000,17,123,Marshall County,IL,2016,5691,5316,375,6.6
CN1712500000000,17,125,Mason County,IL,2016,6450,5990,460,7.1
CN1712700000000,17,127,Massac County,IL,2016,6059,5632,427,7
CN1712900000000,17,129,Menard County,IL,2016,6816,6501,315,4.6
CN1713100000000,17,131,Mercer County,IL,2016,8204,7694,510,6.2
CN1713300000000,17,133,Monroe County,IL,2016,18307,17561,746,4.1
CN1713500000000,17,135,Montgomery County,IL,2016,12103,11248,855,7.1
CN1713700000000,17,137,Morgan County,IL,2016,17052,16208,844,4.9
CN1713900000000,17,139,Moultrie County,IL,2016,7413,7074,339,4.6
CN1714100000000,17,141,Ogle County,IL,2016,25819,24293,1526,5.9
CN1714300000000,17,143,Peoria County,IL,2016,89339,83261,6078,6.8
CN1714500000000,17,145,Perry County,IL,2016,8666,8049,617,7.1
CN1714700000000,17,147,Piatt County,IL,2016,8416,7992,424,5
CN1714900000000,17,149,Pike County,IL,2016,7544,7159,385,5.1
CN1715100000000,17,151,Pope County,IL,2016,1765,1642,123,7
CN1715300000000,17,153,Pulaski County,IL,2016,2093,1908,185,8.8
CN1715500000000,17,155,Putnam County,IL,2016,3115,2941,174,5.6
CN1715700000000,17,157,Randolph County,IL,2016,14528,13797,731,5
CN1715900000000,17,159,Richland County,IL,2016,7511,7062,449,6
CN1716100000000,17,161,Rock Island County,IL,2016,72000,67478,4522,6.3
CN1716300000000,17,163,St. Clair County,IL,2016,127263,119542,7721,6.1
CN1716500000000,17,165,Saline County,IL,2016,9978,9119,859,8.6
CN1716700000000,17,167,Sangamon County,IL,2016,106214,101046,5168,4.9
CN1716900000000,17,169,Schuyler County,IL,2016,3338,3146,192,5.8
CN1717100000000,17,171,Scott County,IL,2016,2545,2402,143,5.6
CN1717300000000,17,173,Shelby County,IL,2016,10336,9739,597,5.8
CN1717500000000,17,175,Stark County,IL,2016,2780,2579,201,7.2
CN1717700000000,17,177,Stephenson County,IL,2016,21507,20249,1258,5.8
CN1717900000000,17,179,Tazewell County,IL,2016,66508,62289,4219,6.3
CN1718100000000,17,181,Union County,IL,2016,7498,6942,556,7.4
CN1718300000000,17,183,Vermilion County,IL,2016,34974,32446,2528,7.2
CN1718500000000,17,185,Wabash County,IL,2016,5639,5277,362,6.4
CN1718700000000,17,187,Warren County,IL,2016,8589,8133,456,5.3
CN1718900000000,17,189,Washington County,IL,2016,9602,9237,365,3.8
CN1719100000000,17,191,Wayne County,IL,2016,7269,6647,622,8.6
CN1719300000000,17,193,White County,IL,2016,6834,6382,452,6.6
CN1719500000000,17,195,Whiteside County,IL,2016,28622,26954,1668,5.8
CN1719700000000,17,197,Will County,IL,2016,359565,337716,21849,6.1
CN1719900000000,17,199,Williamson County,IL,2016,32053,30068,1985,6.2
CN1720100000000,17,201,Winnebago County,IL,2016,141635,132235,9400,6.6
